Collection,SINNO.ID,Name.Swe,Name.Eng,Descri.Swe,Industry,Product.code,Use.sectors,Use.sector.2,Use.sector.3,Use.sector.4,X,Notes,Innovation.type,Artifactual.complexity,Developmental.complexity,COM_Year,Commissioner,Firm.Novelty,Market.Novelty,Patent.Status,Literal.name.of.innovating.firm...SINNO.s.common.name...SINNO.ID,Location,Firm.only.produces.the.innovation,Corporate.group,Firm.founded.for.development.or.commercialization,Previously.developing.firms,Previously.developing.firm.2,Previously.developing.firm.3,Previously.developing.firm.4,Presentation.Year,Development.Year,Year.of.first.prototype,Use.sector.5,Use.sector.6,Use.sector.7,Use.sector.8,Use.sector.9,Origins,Origin.2,Origin.3,Origin.4,Origin.5,Additional.information.if.Origin...1a.New.scientific.discovery,Additional.information.if.Origin...1b.New.technologies.or.materials,Additional.info.if.Origin...2a.Official.regulation..legislation.and.standards.,Additional.information.if.Origin...5b.Solution.for.a.problem,Additional.information.if.Origin...7.Performance,Additional.information.if.Origin...20.Other,Science.spin.off,Research.insititutes.of.spin.off,Research.insititute.2.of.spin.off,Research.insititute.3.of.spin.off,Universities.of.spin.off,University.2.of.spin.off,University.3.of.spin.off,Developed.in.collaboration.with.other.actors,Literal.name.of.collaborator...SINNO.s.common.name...SINNO.ID,Type,Country,Literal.name.of.collaborator...SINNO.s.common.name...SINNO.ID.1,Type.1,Country.1,Literal.name.of.collaborator...SINNO.s.common.name...SINNO.ID.2,Type.2,Country.2,Literal.name.of.collaborator...SINNO.s.common.name...SINNO.ID.3,Type.3,Country.3,Literal.name.of.collaborator...SINNO.s.common.name...SINNO.ID.4,Type.4,Country.4,Literal.name.of.collaborator...SINNO.s.common.name...SINNO.ID.5,Type.5,Country.5,Public.technology.program.involved,Public.technolgy.program.s.name,External.financing.received,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID,Type.of.funder,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.1,Type.of.funder.1,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.2,Type.of.funder.2,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.3,Type.of.funder.3,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.4,Type.of.funder.4,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.5,Type.of.funder.5,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.6,Type.of.funder.6,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.7,Type.of.funder.7,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.8,Type.of.funder.8,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.9,Type.of.funder.9,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.10,Type.of.funder.10,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.1,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.2,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.3,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.4,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.5,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.6,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.7,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.8,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.9,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.10,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.11,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.12,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.13,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.14,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.15,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.16,BIO.Name
SWINNO - extension,11243001,Service Point,,"Pakethantering med drygt 1100 in- och utlämningsställe. Alla paket som hanteras i systemet koldioxid-kompenseras ""genom investering i ny teknologi för fordon, användande av förnybart bränsle med ny teknologi, investeringar i solfångarprojekt och metanutvinning och biogasproduktion men också genom stöd till skogsplantering."" ",,63400,-100,-101,,,3477,,1,3,3,2007,,2,NA,0,DHL Express ; DHL Express ; 10625002,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Transport iDag ;  ; 2008 ; 1 ; 4 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - extension,11252001,Blenda,,"Solfångare som ""är ett mellanting mellan panelsolfångare och vakuumrör.""  (Energi & Miljö, 2008, nr. 4, p. 52-53) På sommaren när solen står högt begränsas intaget, medans det hela ytan används på vår och höst då ""solstrålarna koncentreras 3,7 gånger till den värmeupptagande absorbatorn"" (Energi & Miljö, 2008, nr. 4, p. 52-53)",,29230,45331,,,,3478,,1,2,2,2007,,1,NA,2,Solarus ; Solarus ; 10634002,Norrtälje,NA,,NA,Vattenfall (Älvkarleby),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,3 ; Energi & Miljö ;  ; 2008 ; 4 ; 52-53 ; ,1 ; Ny Teknik ;  ; 2008 ; 45 ; 20 ; ,,,,,,,,,,,,,,,,NA
SWINNO - extension,11620001,Scan-ice,Scan-ice,Koncept för konstis som uppnår ca 90% av glideffekten jämfört med vanlig is. Eftersom ingen kylning behövs sparas energi för exempelvis ishallar och kan dessutom användas i varmare miljöer. Konceptet baseras på ett HDPE-material som Polykemi AB tagit fram och som sedan ytbehandlas för att minimera friktionen. Produkten har ett patenterat sammanfogningssystem där de formsprutade bitarna fogas samman med en plasthammare.,,25240,92615,,,,3481,Ett svenskt-norskt samarbete mellan Polykemi AB och norska Scansis AS där de förra har tagit fram HDPE-materialet och de senare ytbehandlingen.,1,3,3,2007,,2,NA,0,Polykemi AB ; Polykemi ; 10120002,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,,,,,,,,,Eftersom ingen kylning behövs sparas energi för exempelvis ishallar och kan dessutom användas i varmare miljöer.,,NA,,,,,,NA,1,Scansis AS ; Scansis AS ; 13699002,18,NOR,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Plastforum ;  ; 2008 ; 3 ; 65 ; ,1 ; Plastforum ;  ; 2008 ; 12 ; 20 ; ,,,,,,,,,,,,,,,,NA
SWINNO - extension,11745001,,,Kabellock av träfiberkomposit som är till för att skydda kabel som läggs ned vid järnväg. Det kan ersätta betong som vanligen används med fördelen att det nya locket är lättare att montera och installera. ,,25240,45,,,,3483,Vann plastovationer 2007.,1,3,3,2007,,3,NA,0,OFK Plast AB ; OFK Plast ; 10395002,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1b,,,,,,,,"""-Produkten togs fram i syfte att kabel som bland annat läggs ner längs järnvägar. I stätllet för att använda sig av betong, vilket var ddet material som användes då, valde OFK Plast att extrudera profilen av återvunnen polyeten och återvunna träfibrer. Fördelen med det nya materialvalet var att et skulle bli lättare att montera och installera. Dessutom var vikten lägre och livslängden lägnre, hävdade tillverkaren.""  (Plastforum, 2012, nr. 3, p. 26-27)",,NA,,,,,,NA,1,Swedish Cabel Channel Systems AB ; Swedish Cabel Channel Systems ; 13246002,17,SWE,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2 ; Plastforum ;  ; 2012 ; 3 ; 26-27 ; ,1 ; Plastforum ;  ; 2007 ; 10 ; 38-39 ; ,,,,,,,,,,,,,,,,NA
SWINNO - updated,9092001,CIGS,,"Tunnfilmssolceller. Cellerna får ett skikt av zinkoxysulfid istället för kadmiumsulfid, som är miljöfarligt och kräver dispens från Kemikalieinspektionen.",,32100,40,-100,,,3500,Köptes 2006 av tyska Q-Cells och produktionen flyttades till Tyskland men FOU kvar i Uppsala.,1,2,1,2008,,1,2,NA,Solibro ; Solibro ; 8094002,Uppsala,NA,,1,,,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,12,,,,,,,,,,,1,,,,Ångström Solar Center (Uppsala universitet),,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 2006 ; 9 ; 8-9 ; ,1 ; Ny Teknik ;  ; 2008 ; 43 ; 28 ; ,1 ; Kemivärlden Biotech med Kemisk Tidskrift ;  ; 2009 ; 3 ; 10 ; ,,,,,,,,,,,,,,,NA
SWINNO - updated,9120001,,,Miljövänliga gödselmedel för trädplantor som bygger på aminosyror vilka innehåller det kväve som växterna behöver. 2008 vil Swetree börja testa gödsel också på andra typ er av plantor,Textile,24150,1410,,,,3501,,1,3,1,2008,,1,NA,NA,Swetree Technologies ; Swetree Technologies ; 8122002,Umeå,NA,,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1a,12,,,,Forskningsresultat gällande aminosyror som ska användas i framställningen av gödselmedlet,,,,,,1,,,,Umeå Plant Science Center,KTH,NA,1,Sveriges Lantbruksuniversitet ; Sveriges Lantbruksuniversitet ; 12412002,11,SWE,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 2006 ; 24 ; 32 ; ,1 ; Ny Teknik ;  ; 2008 ; 48 ; 24 ; ,,,,,,,,,,,,,,,,NA
SWINNO - updated,9211001,Neptune Formula,Neptune Formula,"Giftfri båtbottenfärg som är självpolerande och innehåller ett medel som bryts ned i vatten. Vid nedbrytningen förbrukas syre, och det uppstår en syrefattig miljö i ett gränsskikt på båtens botten. Frånvaron av syre hindrar musslor, snäckor, havstulpaner och liknande från att sätta sig fast och växa.",,24300,101,,,,3506,Ny Teknik 2008 deals with a similar product for ship propellors but does not explain how that differs from the paint boat bottoms.,1,3,1,2008,,2,NA,1,Ekomarine ; Ekomarine ; 8213002,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1a,,,,,,,,,,,1,Tjärnö marinbiologiska laboratorium,,,,,NA,1,Ytkemiska Institutet ; Ytkemiska Institutet ; 6044002,14,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,1,Östersjöstiftelsen ; Östersjöstiftelsen ; 12323002,7,Allba Invest ; Allba Invest ; 12087002,9,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 2007 ; 35 ; 19 ; ,1 ; Ny Teknik ;  ; 2008 ; 4 ; 20 ; ,2 ; Ny Teknik ;  ; 2008 ; 11 ; 28 ; ,1 ; Kemivärlden Biotech med Kemisk Tidskrift ;  ; 2008 ; 9 ; 10 ; ,,,,,,,,,,,,,,NA
SWINNO - extension,10827001,Generation xWoodline,,"En metod att måla olika träslag på vanlig svensk gran. Det finna ""inga begränsningar"" (NTT, 2008, nr. 3, p. 12) på vad de kan måla med deras nuvarande anläggning.",Chemical and Plastics,20510,36,,,,3510,"Akzo, let her use their lab
Dorotea Kommun- donated the factory building",3,3,3,2008,,1,2,1,Zwahlen Industries ; Zwahlen Industries ; 10311002,Dorotea,1,,1,,,NA,NA,2000,2006,NA,NA,NA,NA,NA,NA,12,5a,,,,,,,,,,NA,,,,,,NA,1,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,1,Jämtlands Provisionsbank ; Jämtlands Provinsbank ; 12247002,9,Almi ; Almi ; 12088002,2,Norrlandsfonden ; Norrlandsfonden ; 12313002,4,Vattenfall Inlandskraft ; Vattenfall Inlandskraft ; 12459002,8,länsstyrelsen i Västerbotten ; Länsstyrelsen i Västerbotten ; 12276002,7,,NA,,NA,,NA,,NA,,NA,,NA,1 ; NTT ;  ; 2008 ; 3 ; 12 ; ,1 ; NTT ;  ; 2009 ; 3 ; 6 ; ,,,,,,,,,,,,,,,,NA
SWINNO - extension,10970001,,,"""Den enda havredrycken i världen med med bevarade betangluktaner"". Miljövänlig mjölk som ej ""tar vägen via kon"".",Textile,15890,-101,55,801,,3520,,1,3,2,2008,,1,2,2,Oatly ; Oatly ; 10419002,,NA,,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1a,4,5a,19,,,,,,,1,,,,Lunds Universitet,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2 ; Livsmedel i fokus ;  ; 2012 ; 1 ; 11 ; ,1 ; Livsmedel i fokus ;  ; 2015 ; 9 ; 14 ; ,1 ; Livsmedel i fokus ;  ; 2016 ; 1 ; 10-11 ; ,,,,,,,,,,,,,,,NA
SWINNO - extension,11052001,,,"Snäcka bestående till 60 procent av glasfibern polyamid 66. Ämnad för möbelmontering där man traditionellt använts snäckor av zamac, en zink- och aluminiumlegering. Den nya snäckan är dels hälften så tung som den tidigare vilket ger såväl miljömässiga som ekonomiska vinster då fraktkostnaderna minskar. Dessutom tål den högre belastning och har ljuddämpande egenskaper.",,25240,29,30,31,32,3528,Vann Plastovationer 2008.,1,3,2,2008,,2,NA,0,AD-Plast AB ; AD-Plast ; 10483002,Anderstorp,NA,M-Logistik AB,NA,,,NA,NA,2005,NA,NA,33,34,NA,NA,NA,1b,7,,,,,,,,,,NA,,,,,,NA,1,IKEA Components ; IKEA Components ; 13671002,17,SWE,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Plastforum ;  ; 2010 ; 1-2 ; 18-19 ; ,1 ; Plastforum ;  ; 2009 ; 1-2 ; 22 ; ,1 ; Plastforum ;  ; 2012 ; 3 ; 29 ; ,,,,,,,,,,,,,,,NA
SWINNO - extension,11184001,Lovice,,"Sojabaserad glass, med egenutvecklad sojabas framställd på mekaniska och termisk väg. Produktionen är mer miljövänlig är för vanlig glass och dessutom har sojan hälsofrämjande egenskaper.",Textile,15520,-101,,,,3542,,1,3,3,2008,,1,1,0,BoFood ; BoFood ; 10584002,Karlshamn,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5b,,,,,,,,,Företaget letade efter en svensk sojaråvara men hittade ingen; därför valde man att finna en metod för att tillverka en egen för att slippa använda sojabönor med tveksamt miljömässigt ursprung.,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Livsmedel i fokus ;  ; 2013 ; 3 ; 33-34 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - extension,11358001,,,En metod som möjliggör återvinning av plastprodukter som innehåller bromerade flamskyddsmedel.,Wastewater Treatment,37200,37,,,,3558,,3,1,1,2008,,2,NA,0,Stena Technoworld Aktiebolag ; Stena Technoworld ; 12573002,Göteborg,NA,Stena Metall Group,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5b,,,,,,,,Möjliggör återvinning av plastprodukter som innehåller bromerade flamskyddsmedel. Detta har inte funnits innan.,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Bergsmannen 1 ; Nordic Steel & Mining Review ; 2009 ; 3 ; 93 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - extension,11452001,Agrodiesel 15,,"En ""miljöklassad diesel med en 15-procentig inblandning av biokomponenter"" (Ny Teknik 2008, 15, p. 22)",,24660,-100,751,,,3569,,1,3,1,2008,,1,1,0,Swedish Biofuels ; Swedish Biofuels ; 10676002,Stockholm,NA,,NA,,,NA,NA,NA,2002,NA,NA,NA,NA,NA,NA,12,1a,,,,"""Tekniken har Angelika Hull utvecklat tillsammans med sin far Igor Golubkov, rysk expert på raketbränsle. - Vi har två grupper av patent, dels på de olika bränsleblandningarna, dels en ny process för tillverkningen, säger Angelica Hull. ""  (Ny Teknik, 2008, nr. 15, p. 22)",,,,,,NA,,,,,,NA,1,Svenska Lantmännen ; Svenska Lantmännen ; 12407002,17,SWE,Statoil ; Statoil ; 13081002,18,NOR,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 2008 ; 15 ; 22 ; ,1 ; Ny Teknik ;  ; 2008 ; 15 ; 22 ; ,,,,,,,,,,,,,,,,NA
SWINNO - extension,11505001,Bio-senz,,"""Biosensor, blodsocker online"" som ger direkt resultat av test.
""utrustning för att kontinuerligt mäta glukos och laktat i cellodling i bioprocesser."" ""Den bygger på samverkan mellan ett tunt sensorchip laddat med specifika enzym och värmeflödesdetektorer placerade i en biosensorenhet"" (Kemivärlden Biotech med Kemisk Tidskrift, 2013, nr. 12, p. 7)",Machinery and Equipment,33101,85,,,,3573,,1,2,2,2008,,1,NA,0,Senzime AB ; Senzime ; 11000002,Uppsala,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5a,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2 ; Ny Teknik ;  ; 2008 ; 17 ; 24 ; ,1 ; Kemivärlden Biotech med Kemisk Tidskrift ;  ; 2013 ; 12 ; 7 ; ,,,,,,,,,,,,,,,,NA
SWINNO - extension,11624001,,,Återvinningsteknik som  möjliggör en 98% återvinning av allt material i däck. Den baseras på pyrolys med en temperatur under 300 grader vilket är väsentligt lägre än existerande teknik. I kombination med företagets katalysator kan utvunnet material såsom kol och olja återvinnas och användas i nya däck då de materialen bibehåller sin kvalitet.,,74202,37200,,,,3584,,1,2,2,2008,,2,2,0,AltimEco-Recycling Technologies AB ; AltimEco Recycling Technologies ; 10957002,Stockholm,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1b,7,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Plastforum ;  ; 2008 ; 6 ; 19 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - extension,11630001,,,"Lättviktsrobot som analyserar och modellerar robotens dynamiska beteende/rörelsemönster. Detta leder i sin tur till möjligheten att konstruera mer miljöanpassade, lättare och billigare robotar. Samtidigt så kan den trots detta bära lika tungt som en konventionell modell trots att den enbart väger en tredjedel så mycket. En ytterligare fördel är att olycksrisken minskar likväl.",,29220,-100,,,,3587,,1,2,2,2008,,2,NA,0,ABB Robotics ; ABB Robotics  ; 9831002,Västerås,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1b,5b,12,,,,,,,,,NA,,,,,,NA,1,Linköpings Universitet ; Linköpings universitet ; 11270002,11,SWE,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Plastforum ;  ; 2008 ; 1-2 ; 44 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - extension,11638001,,,"En process för återvinning av beståndsdelar av LCD-paneler: ""polariserande plastfilm, glassubstrat, färgfilter, transparenta elektrodskikt och flytande kristaller""  (Ny Teknik, 2008, nr. 39, p. 25)",Wastewater Treatment,37200,30020,,,,3590,,1,1,2,2008,,2,NA,0,Swedish LCD Center ; Swedish LCD Center ; 10752002,Borlänge,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,7,,,,,,,"""Det unika är att vi återvinner beståndsdelar i skärmen utan att förstöra dem. Det blir ekononmiskt lönsamt och belastar inte miljön""  (Ny Teknik, 2008, nr. 39, p. 25)",,NA,,,,,,NA,1,Hans Andersson Metal ; Hans Andersson Metal ; 11186002,17,SWE,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 2008 ; 39 ; 25 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - extension,11694001,,,"Lister och ädelträ som produceras med en ""unik metod för att överföra mönster från ett träslag till ett annat."" Resultatet är att fur ser ut som tropiska eller ädel träslag.",Chemical and Plastics,20102,361,,,,3595,,1,3,2,2008,,1,2,2,Zwahlen Industries ; Zwahlen Industries ; 10311002,Dorotea,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1b,7,12,,,,Eva Zwahlen har utvecklat den patenterade ytbehandlingsmetoden i samarbete med färgföretaget Akzo Nobiel,,,det behandlade träet får beständighet; slitstyrka; reptålighet,"""Eva Zwahlen vill rädda regnskogen och tillverkar trä av vanlig taall coh gran som ser exklusivare ut""",NA,,,,,,NA,1,Akzo Nobel ; AkzoNobel ; 10000002,18,NLD,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,1,Jämtlands Provinsbank ; Jämtlands Provinsbank ; 12247002,9,Länsstyrelsen i Västerbotten ; Länsstyrelsen i Västerbotten ; 12276002,7,Almi ; Almi ; 12088002,2,Norrlandsfonden ; Norrlandsfonden ; 12313002,4,Vattenfal Inlandskraft ; Vattenfall Inlandskraft ; 12459002,8,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 2008 ; 41 ; 12-13 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - extension,11771001,Fragment induced diversity (FIND),,Teknik för att optimera proteiner som grundar sig på att använda enkelsträngade (istället för dubbelsträngade) DNA-molekyler för att rekombinera proteinet ifråga. Dessa kan sedan användas i läkemedelskandidater av olika slag.,,73103,24420,,,,3601,,3,1,1,2008,,1,NA,2,Alligator Bioscience ; Alligator Bioscience ; 10175002,Lund,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1b,,,,,,,,,,,1,,,,Lunds Universitet,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,4 ; Kemivärlden Biotech med Kemisk Tidskrift ;  ; 2008 ; 4 ; 14 ; ,1 ; Kemivärlden Biotech med Kemisk Tidskrift ;  ; 2009 ; 6 ; 30 ; ,,,,,,,,,,,,,,,,NA
SWINNO - extension,12464001,FRP-serie,,Avfallskvarnar med ett särskilt utvecklat knivsystem för sönderdelning av återvinningsbara material. Systemets effektivitet håller nere såväl värmeutveckling (och därmed också energikostnaderna) som kostnader för slitage.,,29569,-100,,,,3615,Knivsystemet i modellen är mönsterskyddat.,1,2,3,2008,,2,NA,0,AB FRANSSONS VERKSTÄDER ; FRANSSONS VERKSTÄDER ; 12635002,Sundsvall,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,,,,,,,,,minskad värmeutveckling och minskat slitage,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Plastforum ;  ; 2008 ; 7-8 ; 49 ; ,1 ; Plastforum ; Plastguiden ; 2011 ; 1 ; 11 ; ,,,,,,,,,,,,,,,,NA
SWINNO - extension,12465001,,,Metod för att tillverka kompositprodukter genom att använda återvunnen plast och organiska fibrer och utan att använda tillsatser. Kompositerna har bearbetningsegenskaper liknande trä men med god motståndskraft mot fukt och röta samt hög slagtålighet.,,25230,25230,,,,3616,,1,2,2,2008,,2,NA,0,Polyplank ; Polyplank ; 11121002,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1b,7,,,,,,,,"""Produkter [sic] har träs material- och bearbetningsegenskaper, god motståndskraft mot fukt och röta, hög slagseghet iett omfattande temperaturspann och lång livslängd""  (Plastforum, 2008, nr. 11, p. 13)",,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Plastforum ;  ; 2008 ; 11 ; 13 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - extension,12565001,,,En bältesförsträckare med elmotor som komplement till krutladdning. Elmotorn aktiveras vid kraftiga inbromsningar för att dra åt bilbältena.,,34300,34100,,,,3625,,1,2,2,2008,,2,NA,0,Autoliv ; Autoliv ; 5810002,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,,,,,,,,,bättre komfort; kan varna bilföraren genom att vibrera med bältet,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Elektroniktidningen ;  ; 2008 ; 12 ; 34 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,9200001,,,Helt ny typ av stål för gitarrsträngar,Wastewater Treatment,36300,36300,,,,3652,The technology is patented,1,3,2,2009,,1,NA,NA,Sandvik Material Technology ; Sandvik Materials Technology ; 8202002,,NA,,NA,,,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,5a,4,7,,,,,,,Hållfasthet; fjädring,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 2007 ; 22 ; 6 ; ,1 ; Ny Teknik ;  ; 2009 ; 5 ; 18 ; ,,,,,,,,,,,,,,,,NA
